0.000000000000000000e+00,3.200000000000000000e+02,4.920000000000000000e+02,2.400000000000000000e+02,4.225000000000000000e+02
1.027531623840332031e-01,3.200000000000000000e+02,4.925000000000000000e+02,2.400000000000000000e+02,4.235000000000000000e+02
5.197682380676269531e-01,3.200000000000000000e+02,5.155000000000000000e+02,2.400000000000000000e+02,4.605000000000000000e+02
1.242387294769287109e+00,3.200000000000000000e+02,5.030000000000000000e+02,2.400000000000000000e+02,4.255000000000000000e+02
1.344405174255371094e+00,3.200000000000000000e+02,4.965000000000000000e+02,2.400000000000000000e+02,4.125000000000000000e+02
4.490402936935424805e+00,3.200000000000000000e+02,4.785000000000000000e+02,2.400000000000000000e+02,3.330000000000000000e+02
4.803786754608154297e+00,3.200000000000000000e+02,4.835000000000000000e+02,2.400000000000000000e+02,3.440000000000000000e+02
5.433040380477905273e+00,3.200000000000000000e+02,4.735000000000000000e+02,2.400000000000000000e+02,3.440000000000000000e+02
5.848463535308837891e+00,3.200000000000000000e+02,4.685000000000000000e+02,2.400000000000000000e+02,3.405000000000000000e+02
5.950271606445312500e+00,3.200000000000000000e+02,4.645000000000000000e+02,2.400000000000000000e+02,3.355000000000000000e+02
6.053863525390625000e+00,3.200000000000000000e+02,4.655000000000000000e+02,2.400000000000000000e+02,3.365000000000000000e+02
6.152783870697021484e+00,3.200000000000000000e+02,4.665000000000000000e+02,2.400000000000000000e+02,3.370000000000000000e+02
6.257529973983764648e+00,3.200000000000000000e+02,4.650000000000000000e+02,2.400000000000000000e+02,3.340000000000000000e+02
6.358458042144775391e+00,3.200000000000000000e+02,4.610000000000000000e+02,2.400000000000000000e+02,3.285000000000000000e+02
6.458896160125732422e+00,3.200000000000000000e+02,4.555000000000000000e+02,2.400000000000000000e+02,3.210000000000000000e+02
6.563029766082763672e+00,3.200000000000000000e+02,4.525000000000000000e+02,2.400000000000000000e+02,3.155000000000000000e+02
6.774447679519653320e+00,3.200000000000000000e+02,4.455000000000000000e+02,2.400000000000000000e+02,3.020000000000000000e+02
6.880494594573974609e+00,3.200000000000000000e+02,4.425000000000000000e+02,2.400000000000000000e+02,2.980000000000000000e+02
