0.000000000000000000e+00,3.200000000000000000e+02,3.180000000000000000e+02,2.400000000000000000e+02,2.410000000000000000e+02
1.109230518341064453e-01,3.200000000000000000e+02,3.185000000000000000e+02,2.400000000000000000e+02,2.415000000000000000e+02
2.172591686248779297e-01,3.200000000000000000e+02,3.190000000000000000e+02,2.400000000000000000e+02,2.415000000000000000e+02
3.207094669342041016e-01,3.200000000000000000e+02,3.185000000000000000e+02,2.400000000000000000e+02,2.415000000000000000e+02
4.321265220642089844e-01,3.200000000000000000e+02,3.185000000000000000e+02,2.400000000000000000e+02,2.410000000000000000e+02
5.370914936065673828e-01,3.200000000000000000e+02,3.185000000000000000e+02,2.400000000000000000e+02,2.410000000000000000e+02
6.447339057922363281e-01,3.200000000000000000e+02,3.180000000000000000e+02,2.400000000000000000e+02,2.410000000000000000e+02
7.567026615142822266e-01,3.200000000000000000e+02,3.180000000000000000e+02,2.400000000000000000e+02,2.410000000000000000e+02
8.631155490875244141e-01,3.200000000000000000e+02,3.180000000000000000e+02,2.400000000000000000e+02,2.410000000000000000e+02
9.641029834747314453e-01,3.200000000000000000e+02,3.180000000000000000e+02,2.400000000000000000e+02,2.410000000000000000e+02
1.066005706787109375e+00,3.200000000000000000e+02,3.180000000000000000e+02,2.400000000000000000e+02,2.410000000000000000e+02
1.169785737991333008e+00,3.200000000000000000e+02,3.180000000000000000e+02,2.400000000000000000e+02,2.420000000000000000e+02
1.280059337615966797e+00,3.200000000000000000e+02,3.185000000000000000e+02,2.400000000000000000e+02,2.420000000000000000e+02
1.598771572113037109e+00,3.200000000000000000e+02,3.180000000000000000e+02,2.400000000000000000e+02,2.420000000000000000e+02
1.701050043106079102e+00,3.200000000000000000e+02,3.185000000000000000e+02,2.400000000000000000e+02,2.420000000000000000e+02
1.803184986114501953e+00,3.200000000000000000e+02,3.180000000000000000e+02,2.400000000000000000e+02,2.410000000000000000e+02
1.908580303192138672e+00,3.200000000000000000e+02,3.185000000000000000e+02,2.400000000000000000e+02,2.410000000000000000e+02
2.013212203979492188e+00,3.200000000000000000e+02,3.185000000000000000e+02,2.400000000000000000e+02,2.400000000000000000e+02
2.119665384292602539e+00,3.200000000000000000e+02,3.190000000000000000e+02,2.400000000000000000e+02,2.355000000000000000e+02
