0.000000000000000000e+00,3.200000000000000000e+02,3.700000000000000000e+02,2.400000000000000000e+02,2.360000000000000000e+02
2.089943885803222656e-01,3.200000000000000000e+02,3.770000000000000000e+02,2.400000000000000000e+02,2.360000000000000000e+02
3.136038780212402344e-01,3.200000000000000000e+02,3.800000000000000000e+02,2.400000000000000000e+02,2.370000000000000000e+02
4.223232269287109375e-01,3.200000000000000000e+02,3.860000000000000000e+02,2.400000000000000000e+02,2.390000000000000000e+02
5.271809101104736328e-01,3.200000000000000000e+02,3.890000000000000000e+02,2.400000000000000000e+02,2.400000000000000000e+02
6.287045478820800781e-01,3.200000000000000000e+02,3.880000000000000000e+02,2.400000000000000000e+02,2.400000000000000000e+02
7.281067371368408203e-01,3.200000000000000000e+02,3.860000000000000000e+02,2.400000000000000000e+02,2.390000000000000000e+02
8.354392051696777344e-01,3.200000000000000000e+02,3.830000000000000000e+02,2.400000000000000000e+02,2.380000000000000000e+02
9.344234466552734375e-01,3.200000000000000000e+02,3.800000000000000000e+02,2.400000000000000000e+02,2.350000000000000000e+02
1.037953138351440430e+00,3.200000000000000000e+02,3.770000000000000000e+02,2.400000000000000000e+02,2.340000000000000000e+02
1.140353441238403320e+00,3.200000000000000000e+02,3.740000000000000000e+02,2.400000000000000000e+02,2.320000000000000000e+02
1.244447469711303711e+00,3.200000000000000000e+02,3.710000000000000000e+02,2.400000000000000000e+02,2.290000000000000000e+02
1.347132921218872070e+00,3.200000000000000000e+02,3.690000000000000000e+02,2.400000000000000000e+02,2.280000000000000000e+02
1.446285247802734375e+00,3.200000000000000000e+02,3.670000000000000000e+02,2.400000000000000000e+02,2.260000000000000000e+02
1.548074007034301758e+00,3.200000000000000000e+02,3.660000000000000000e+02,2.400000000000000000e+02,2.250000000000000000e+02
1.651438951492309570e+00,3.200000000000000000e+02,3.650000000000000000e+02,2.400000000000000000e+02,2.240000000000000000e+02
1.756557464599609375e+00,3.200000000000000000e+02,3.640000000000000000e+02,2.400000000000000000e+02,2.230000000000000000e+02
1.861737489700317383e+00,3.200000000000000000e+02,3.630000000000000000e+02,2.400000000000000000e+02,2.230000000000000000e+02
1.968446254730224609e+00,3.200000000000000000e+02,3.620000000000000000e+02,2.400000000000000000e+02,2.230000000000000000e+02
2.072399377822875977e+00,3.200000000000000000e+02,3.610000000000000000e+02,2.400000000000000000e+02,2.230000000000000000e+02
2.173818826675415039e+00,3.200000000000000000e+02,3.610000000000000000e+02,2.400000000000000000e+02,2.230000000000000000e+02
2.270981788635253906e+00,3.200000000000000000e+02,3.600000000000000000e+02,2.400000000000000000e+02,2.230000000000000000e+02
2.379694700241088867e+00,3.200000000000000000e+02,3.600000000000000000e+02,2.400000000000000000e+02,2.240000000000000000e+02
2.480585813522338867e+00,3.200000000000000000e+02,3.590000000000000000e+02,2.400000000000000000e+02,2.240000000000000000e+02
2.585058927536010742e+00,3.200000000000000000e+02,3.590000000000000000e+02,2.400000000000000000e+02,2.240000000000000000e+02
2.685192823410034180e+00,3.200000000000000000e+02,3.590000000000000000e+02,2.400000000000000000e+02,2.250000000000000000e+02
